2007-12-04,134,82
2007-12-05,135,119
2007-12-06,166,108
2007-12-07,181,130
2007-12-08,139,127
2007-12-09,117,98
2007-12-10,176,100
2007-12-11,167,113
2007-12-12,167,115
2007-12-13,157,94
2007-12-14,172,118
2007-12-15,113,111
2007-12-16,85,77
2007-12-17,130,74
2007-12-18,155,107
2007-12-19,153,102
2007-12-20,148,116
2007-12-21,188,150
2007-12-22,115,110
2007-12-23,92,66
2007-12-24,91,89
2007-12-25,38,47
2007-12-26,94,70
2007-12-27,95,69
2007-12-28,93,75
2007-12-29,67,76
2007-12-30,69,56
2007-12-31,72,59
2008-01-01,51,64
2008-01-02,75,59
2008-01-03,103,78
2008-01-04,95,87
2008-01-05,103,76
2008-01-06,89,69
2008-01-07,120,93
2008-01-08,122,90
2008-01-09,136,82
2008-01-10,142,89
2008-01-11,140,114
2008-01-12,112,106
2008-01-13,86,85
2008-01-14,123,82
2008-01-15,149,101
2008-01-16,156,90
2008-01-17,112,84
2008-01-18,166,110
2008-01-19,100,88
2008-01-20,53,63
2008-01-21,111,75
2008-01-22,120,90
2008-01-23,127,84
2008-01-24,135,82
2008-01-25,149,116
2008-01-26,93,95
2008-01-27,61,75
2008-01-28,109,87
2008-01-29,107,63
2008-01-30,138,83
2008-01-31,123,85
2008-02-01,169,90
2008-02-02,106,95
2008-02-03,41,58
2008-02-04,150,79
2008-02-05,135,70
2008-02-06,136,81
2008-02-07,149,88
2008-02-08,146,111
2008-02-09,113,109
2008-02-10,70,98
2008-02-11,125,85
2008-02-12,141,75
2008-02-13,116,104
2008-02-14,130,81
2008-02-15,126,73
2008-02-16,114,97
2008-02-17,72,77
2008-02-18,112,94
2008-02-19,134,83
2008-02-20,113,59
2008-02-21,118,76
2008-02-22,128,106
2008-02-23,86,97
2008-02-24,80,80
2008-02-25,96,67
2008-02-26,140,76
2008-02-27,112,81
2008-02-28,125,84
2008-02-29,101,84
2008-03-01,108,93
2008-03-02,69,85
2008-03-03,114,85
2008-03-04,127,75
2008-03-05,119,100
2008-03-06,119,79
2008-03-07,123,75
2008-03-08,83,98
2008-03-09,99,80
2008-03-10,116,73
2008-03-11,127,74
2008-03-12,137,67
2008-03-13,132,82
2008-03-14,135,103
2008-03-15,134,110
2008-03-16,81,76
2008-03-17,117,56
2008-03-18,141,62
2008-03-19,125,70
2008-03-20,112,82
2008-03-21,162,93
2008-03-22,84,86
2008-03-23,71,85
2008-03-24,67,62
2008-03-25,118,81
2008-03-26,91,86
2008-03-27,122,97
2008-03-28,123,95
2008-03-29,109,130
2008-03-30,94,81
2008-03-31,110,59
2008-04-01,117,75
2008-04-02,139,78
2008-04-03,124,91
2008-04-04,126,132
2008-04-05,97,99
2008-04-06,90,103
2008-04-07,126,76
2008-04-08,115,61
2008-04-09,120,61
2008-04-10,132,80
2008-04-11,124,102
2008-04-12,99,105
2008-04-13,75,74
2008-04-14,114,82
2008-04-15,120,93
2008-04-16,128,92
2008-04-17,118,71
2008-04-18,119,96
2008-04-19,112,112
2008-04-20,78,72
2008-04-21,95,67
2008-04-22,77,81
2008-04-23,102,82
2008-04-24,98,94
